Symbol,Company Name,Industry,Market Cap
ASPN,Aspen Aerogels,Energy Equipment &amp; Services,1.77B
ASPS,Altisource Portfolio Solutions,Real Estate Management &amp; Development,175.90M
ASPU,Aspen Group,Diversified Consumer Services,72.73M
ASR,Grupo Aeroportuario del Sureste,Transportation Infrastructure,5.67B
ASRT,Assertio Holdings,Pharmaceuticals,58.47M
ASRV,AmeriServ Financial,Banks,64.91M
ASTC,Astrotech,Aerospace &amp; Defense,36.45M
ASTE,Astec Industries,Machinery,1.41B
ASTL,Algoma Steel Group,Steel,752.13M
ASTR,Astra Space,Aerospace &amp; Defense,2.59B
ASTS,AST SpaceMobile,Telecom Services,490.92M
ASUR,Asure Software,Software,170.93M
ASX,ASE Technology Holding Company,Semiconductors &amp; Semiconductor Equipment,16.46B
ASXC,Asensus Surgical,Medical Devices,300.02M
ASYS,Amtech Systems,Semiconductors &amp; Semiconductor Equipment,136.94M
ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1.93B
ATA,Americas Technology Acquisition,Blank Check / SPAC,146.31M
ATAI,ATAI Life Sciences,Biotechnology,1.75B
ATAQ,Altimar Acquisition III,Blank Check / SPAC,190.57M
ATAX,America First Multifamily Investors LP,Thrifts &amp; Mortgage Finance,414.71M
ATC,Atotech,Electronic Components,4.77B
ATCO,Atlas,Marine,3.25B
ATCX,Atlas Technical Consultants,Engineering &amp; Construction,289.10M
ATEC,Alphatec Holdings,Health Care Equipment &amp; Supplies,1.06B
ATEN,A10 Networks,Software,1.20B
ATER,Aterian,Consumer Electronics,233.39M
ATEX,Anterix,Wireless Telecommunication Services,1.10B
ATGE,Adtalem Global Education,Diversified Consumer Services,1.43B
ATH,Athene Holding,Insurance,15.58B
ATHA,Athira Pharma,Biotechnology,462.41M
ATHE,Alterity Therapeutics,Biotechnology,43.39M
ATHM,Autohome,Interactive Media &amp; Services,3.88B
ATHN,Athena Technology Acquisition,Blank Check / SPAC,341.98M
ATHX,Athersys,Biotechnology,237.59M
ATI,Allegheny Technologies,Metals &amp; Mining,1.79B
ATIF,ATIF Holdings,Professional Services,28.86M
ATIP,ATI Physical Therapy,Medical Care Facilities,662.77M
ATKR,Atkore,Electrical Equipment,4.97B
ATLC,Atlanticus Holdings,Consumer Finance,896.42M
ATLO,Ames National,Banks,219.85M
ATMR,Altimar Acquisition II,Blank Check / SPAC,428.23M
ATNF,180 Life Sciences,Biotechnology,171.78M
ATNI,ATN International,Diversified Telecommunication Services,601.30M
ATNM,Actinium Pharmaceuticals,Biotechnology,151.13M
ATNX,Athenex,Biotechnology,184.75M
ATO,Atmos Energy,Gas Utilities,11.84B
ATOM,Atomera,Semiconductors &amp; Semiconductor Equipment,534.48M
ATOS,Atossa Therapeutics,Health Care Equipment &amp; Supplies,260.85M
ATR,AptarGroup,Containers &amp; Packaging,7.69B
ATRA,Atara Biotherapeutics,Biotechnology,1.56B
ATRC,AtriCure,Health Care Equipment &amp; Supplies,3.01B
ATRI,Atrion,Health Care Equipment &amp; Supplies,1.26B
ATRO,Astronics,Aerospace &amp; Defense,323.24M
ATRS,Antares Pharma,Health Care Equipment &amp; Supplies,540.73M
ATSG,Air Transport Services Group,Air Freight &amp; Logistics,1.87B
ATTO,Atento,Commercial Services &amp; Supplies,353.55M
ATUS,Altice USA,Media,7.08B
ATVC,Tribe Capital Growth I,Blank Check / SPAC,335.68M
ATVI,Activision Blizzard,Entertainment,44.61B
ATXI,Avenue Therapeutics,Pharmaceuticals,25.26M
ATXS,Astria Therapeutics,Biotechnology,74.41M
ATY,AcuityAds Holdings,Interactive Media &amp; Services,199.79M
AU,AngloGold Ashanti,Metals &amp; Mining,8.81B
AUB,Atlantic Union Bankshares,Banks,2.46B
AUBN,Auburn National Bancorporation,Banks,122.73M
AUD,Audacy,Media,343.76M
AUDC,AudioCodes,Communications Equipment,1.10B
AUID,Ipsidy,Software-Infrastructure,322.94M
AUMN,Golden Minerals Company,Metals &amp; Mining,62.68M
AUPH,Aurinia Pharmaceuticals,Biotechnology,2.31B
AUR,Aurora Innovation,Information Technology Services,13.79B
AURA,Aura Biosciences,Biotechnology,514.50M
AURC,Aurora Acquisition,Blank Check / SPAC,347.16M
AUS,Austerlitz Acquisition I,Blank Check / SPAC,969.94M
AUTL,Autolus Therapeutics,Biotechnology,445.54M
AUTO,AutoWeb,Interactive Media &amp; Services,40.53M
AUUD,Auddia,Software-Application,25.82M
AUVI,Applied UV,Building Products,47.99M
AUY,Yamana Gold,Metals &amp; Mining,3.71B
AVA,Avista,Multi-Utilities,2.75B
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,1.12B
AVAL,Grupo Aval Acciones y Valores,Banks,5.87B
AVAN,Avanti Acquisition,Blank Check / SPAC,738.75M
AVAV,AeroVironment,Aerospace &amp; Defense,1.96B
AVB,AvalonBay Communities,"Equity Real Estate 
Investment Trusts...",32.15B
AVCO,Avalon GloboCare,Health Care Providers &amp; Services,81.94M
AVCT,American Virtual Cloud Technologies,IT Services,99.63M
AVD,American Vanguard,Chemicals,439.87M
AVDL,Avadel Pharmaceuticals,Pharmaceuticals,506.48M
AVDX,AvidXchange Holdings,Software-Application,4.08B
AVEO,AVEO Pharmaceuticals,Biotechnology,203.49M
AVGO,Broadcom,Semiconductors &amp; Semiconductor Equipment,228.35B
AVGR,Avinger,Health Care Equipment &amp; Supplies,50.74M
AVHI,Achari Ventures Holdings I,Blank Check / SPAC,123.13M
AVID,Avid Technology,"Technology Hardware, Storage &amp; Periph...",1.40B
AVIR,Atea Pharmaceuticals,Pharmaceuticals,649.86M
AVLR,Avalara,Software,11.32B
AVNS,Avanos Medical,Health Care Equipment &amp; Supplies,1.43B
AVNT,Avient,Chemicals,4.98B
AVNW,Aviat Networks,Communications Equipment,338.47M
AVO,Mission Produce,Farm Products,1.23B
AVPT,AvePoint,Software-Infrastructure,1.14B
AVRO,Avrobio,Biotechnology,161.95M
AVT,Avnet,"Electronic Equipment, Instruments &amp; C...",3.58B
AVTE,Aerovate Therapeutics,Biotechnology,327.34M
AVTR,Avantor,Life Sciences Tools &amp; Services,23.34B
AVTX,Avalo Therapeutics,Biotechnology,210.03M
AVXL,Anavex Life Sciences,Biotechnology,1.36B
AVY,Avery Dennison,Containers &amp; Packaging,16.78B
AVYA,Avaya Holdings,Software,1.58B
AWH,Aspira Women's Health,Health Care Equipment &amp; Supplies,226.50M
AWI,Armstrong World Industries,Building Products,5.02B
AWK,American Water Works Company,Water Utilities,30.46B
AWR,American States Water Company,Water Utilities,3.48B
AWRE,Aware,Software,64.03M
AWX,Avalon Holdings,Commercial Services &amp; Supplies,14.90M
AX,Axos Financial,Thrifts &amp; Mortgage Finance,3.31B
AXDX,Accelerate Diagnostics,Life Sciences Tools &amp; Services,324.09M
AXGN,Axogen,Health Care Equipment &amp; Supplies,391.94M
AXL,American Axle &amp; Manufacturing Holdings,Auto Components,993.47M
AXLA,Axcella Health,Biotechnology,107.02M
AXNX,Axonics,Health Care Equipment &amp; Supplies,2.51B
AXON,Axon Enterprise,Aerospace &amp; Defense,11.28B
AXP,American Express Company,Consumer Finance,116.23B
AXR,AMREP,Commercial Services &amp; Supplies,95.15M
AXS,AXIS Capital Holdings,Insurance,4.22B
AXSM,Axsome Therapeutics,Pharmaceuticals,1.25B
AXTA,Axalta Coating Systems,Chemicals,6.88B
AXTI,AXT Inc.,Semiconductors &amp; Semiconductor Equipment,343.45M
AXU,Alexco Resource,Commercial Services &amp; Supplies,272.11M
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,4.19B
AYI,Acuity Brands,Electrical Equipment,6.89B
AYLA,Ayala Pharmaceuticals,Biotechnology,134.68M
AYRO,"AYRO, Inc.",Auto Manufacturers,76.31M
AYTU,Aytu BioPharma,Pharmaceuticals,52.35M
AYX,Alteryx,Software,4.21B
AZEK,The AZEK Company,Building Products,5.98B
AZN,AstraZeneca,Pharmaceuticals,170.84B
AZO,AutoZone,Specialty Retail,37.89B
AZPN,Aspen Technology,Software,9.67B
AZRE,Azure Power Global,Independent Power and Renewable Elect...,965.03M
AZTA,Azenta,Semiconductors &amp; Semiconductor Equipment,8.41B
AZUL,Azul S.A.,Airlines,1.33B
AZYO,Aziyo Biologics,Medical Devices,48.72M
AZZ,AZZ Inc.,Electrical Equipment,1.28B
B,Barnes Group,Machinery,2.21B
BA,The Boeing Company,Aerospace &amp; Defense,110.60B
BABA,Alibaba Group Holding,Internet &amp; Direct Marketing Retail,339.96B
BAC,Bank of America,Banks,358.79B
BACA,Berenson Acquisition I,Blank Check / SPAC,303.13M
BAH,Booz Allen Hamilton Holding,IT Services,11.24B
BAK,Braskem,Chemicals,7.42B
BALY,Bally's,"Hotels, Restaurants &amp; Leisure",1.94B
BAM,Brookfield Asset Management,Capital Markets,86.88B
BANC,Banc of California,Banks,1.23B
BAND,Bandwidth,Diversified Telecommunication Services,1.67B
BANF,BancFirst,Banks,2.09B
BANR,Banner,Banks,1.95B
BANX,StoneCastle Financial,Capital Markets,151.43M
BAOS,Baosheng Media Group Holdings,Advertising Agencies,35.11M
BAP,Credicorp,Banks,8.99B
BARK,The Original BARK Company,Specialty Retail,794.23M
BASE,Couchbase,Software-Infrastructure,1.22B
BATL,Battalion Oil,"Oil, Gas &amp; Consumable Fuels",171.20M
BAX,Baxter International,Health Care Equipment &amp; Supplies,37.59B
BB,BlackBerry,Software,5.05B
BBAR,Banco BBVA Argentina,Banks,626.96M
BBBY,Bed Bath &amp; Beyond,Specialty Retail,1.73B
BBCP,Concrete Pumping Holdings,Construction &amp; Engineering,459.54M
BBD,Banco Bradesco,Banks,33.53B
BBDC,Barings BDC,Capital Markets,703.45M
BBGI,Beasley Broadcast Group,Media,54.43M
BBI,Brickell Biotech,Biotechnology,34.17M
BBIG,Vinco Ventures,Leisure,364.64M
BBIO,BridgeBio Pharma,Biotechnology,5.82B
BBL,BHP Group,Metals &amp; Mining,136.90B
BBLG,Bone Biologics,Medical Devices,39.64M
BBLN,Babylon Holdings,Health Information Services,3.08B
BBQ,BBQ Holdings,"Hotels, Restaurants &amp; Leisure",135.39M
BBSI,Barrett Business Services,Professional Services,523.62M
BBU,Brookfield Business Partners,Construction &amp; Engineering,3.45B
BBVA,Banco Bilbao Vizcaya Argentaria,Banks,35.03B
BBW,Build-A-Bear Workshop,Specialty Retail,348.37M
BBWI,Bath &amp; Body Works,Specialty Retail,19.86B
BBY,Best Buy Co.,Specialty Retail,25.15B
BC,Brunswick,Leisure Products,7.24B
BCAB,BioAtla,Biotechnology,803.02M
BCAC,Brookline Capital Acquisition,Blank Check / SPAC,74.05M
BCBP,BCB Bancorp,Banks,253.11M
BCC,Boise Cascade Company,Paper &amp; Forest Products,2.56B
BCDA,BioCardia,Biotechnology,34.59M
BCE,"BCE, Inc.",Diversified Telecommunication Services,45.83B
BCEL,Atreca,Biotechnology,125.57M
BCH,Banco de Chile,Banks,9.17B
BCLI,Brainstorm Cell Therapeutics,Biotechnology,134.95M
BCML,BayCom,Banks,197.57M
BCO,The Brink's Company,Commercial Services &amp; Supplies,3.01B
BCOR,Blucora,Capital Markets,772.68M
BCOV,Brightcove,IT Services,381.73M
BCOW,1895 Bancorp of Wisconsin,Thrifts &amp; Mortgage Finance,68.81M
BCPC,Balchem,Chemicals,5.09B
BCRX,BioCryst Pharmaceuticals,Biotechnology,2.03B
BCS,Barclays,Banks,41.42B
BCSF,Bain Capital Specialty Finance,Capital Markets,978.12M
BCTX,BriaCell Therapeutics,Biotechnology,153.21M
BCYC,Bicycle Therapeutics,Biotechnology,1.67B
BDC,Belden,"Electronic Equipment, Instruments &amp; C...",2.71B
BDL,Flanigan's Enterprises,"Hotels, Restaurants &amp; Leisure",60.35M
BDN,Brandywine Realty Trust,"Equity Real Estate 
Investment Trusts...",2.18B
BDR,Blonder Tongue Laboratories,Communications Equipment,11.53M
BDSI,BioDelivery Sciences International,Pharmaceuticals,267.74M
BDSX,Biodesix,Diagnostics &amp; Research,171.04M
BDTX,Black Diamond Therapeutics,Biotechnology,213.39M
BDX,"Becton, Dickinson and Company",Health Care Equipment &amp; Supplies,68.64B
BE,Bloom Energy,Electrical Equipment,4.50B
BEAM,Beam Therapeutics,Beverages,4.95B
BEAT,HeartBeam,Health Information Services,36.06M
BECN,Beacon Roofing Supply,Trading Companies &amp; Distributors,3.55B
BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,212.16M
BEEM,Beam Global,Electrical Equipment,214.52M
BEKE,KE Holdings,Real Estate Management &amp; Development,23.63B
BELFA,Bel Fuse,Electronic Components,152.56M
BELFB,Bel Fuse,"Electronic Equipment, Instruments &amp; C...",152.56M
BEN,Franklin Resources,Capital Markets,15.97B
BENE,Benessere Capital Acquisition,Blank Check / SPAC,152.36M
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,9.85B
BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,6.29B
BERY,Berry Global Group,Containers &amp; Packaging,9.37B
BEST,BEST Inc.,Air Freight &amp; Logistics,372.18M
BF.A,Brown-Forman,Beverages,33.19B
BF.B,Brown-Forman,Beverages,33.03B
BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,7.19B
BFC,Bank First,Banks,540.12M
BFI,BurgerFi International,Restaurants,135.66M
BFIN,BankFinancial,Banks,139.71M
BFLY,Butterfly Network,Medical Devices,1.34B
BFRA,Biofrontera AG,Biotechnology,108.69M
BFRI,Biofrontera,Drug Manufacturers-Specialty &amp; Generic,48.06M
BFS,Saul Centers,"Equity Real Estate 
Investment Trusts...",1.15B
BFST,Business First Bancshares,Banks,560.97M
BG,Bunge,Food Products,11.87B
BGCP,BGC Partners,Capital Markets,1.65B
BGFV,Big 5 Sporting Goods,Specialty Retail,529.43M
BGI,Birks Group,Specialty Retail,78.63M
BGNE,BeiGene,Biotechnology,33.02B
BGRY,Berkshire Grey,Specialty Industrial Machinery,1.25B
BGS,B&amp;G Foods,Food Products,1.94B
BGSF,BG Staffing,Professional Services,145.97M
BGSX,Build Acquisition,Blank Check / SPAC,244.25M
BH,Biglari Holdings,"Hotels, Restaurants &amp; Leisure",437.74M
BH.A,Biglari Holdings,Restaurants,443.68M
BHAT,Blue Hat Interactive Entertainment Technology,Entertainment,27.10M
BHB,Bar Harbor Bankshares,Banks,432.22M
BHC,Bausch Health Companies,Pharmaceuticals,8.26B
BHE,Benchmark Electronics,"Electronic Equipment, Instruments &amp; C...",849.96M
BHF,Brighthouse Financial,Insurance,3.75B
BHG,Bright Health Group,Healthcare Plans,2.11B
BHIL,Benson Hill,Agricultural Inputs,1.24B
BHLB,Berkshire Hills Bancorp,Banks,1.28B
BHP,BHP Group,Metals &amp; Mining,140.06B
BHR,Braemar Hotels &amp; Resorts,"Equity Real Estate 
Investment Trusts...",270.91M
BHSE,Bull Horn Holdings,Blank Check / SPAC,93.66M
BHTG,BioHiTech Global,Commercial Services &amp; Supplies,24.58M
BHVN,Biohaven Pharmaceutical Holding Co.,Biotechnology,7.21B
BIDU,Baidu,Interactive Media &amp; Services,51.80B
BIG,Big Lots,Multiline Retail,1.39B
BIGC,BigCommerce Holdings,IT Services,2.93B
BIIB,Biogen,Biotechnology,33.71B
BILI,Bilibili,Entertainment,23.95B
BILL,Bill.com Holdings,Software,25.85B
BIMI,BIMI International Medical,Machinery,29.40M
BIO,Bio-Rad Laboratories,Life Sciences Tools &amp; Services,22.59B
BIOC,Biocept,Biotechnology,65.18M
BIOL,BIOLASE,Health Care Equipment &amp; Supplies,64.38M
BIOT,Biotech Acquisition Company,Blank Check / SPAC,284.63M
BIOX,Bioceres Crop Solutions,Food Products,585.32M
BIP,Brookfield Infrastructure Partners LP,Multi-Utilities,17.24B
BIPC,Brookfield Infrastructure,Gas Utilities,4.28B
BIRD,Allbirds,Apparel Retail,2.31B
BITE,Bite Acquisition,Blank Check / SPAC,249.75M
BITF,Bitfarms,Capital Markets,1.42B
BIVI,BioVie,Biotechnology,147.53M
BJ,BJ's Wholesale Club Holdings,Food &amp; Staples Retailing,9.20B
BJDX,Bluejay Diagnostics,Medical Devices,33.49M
BJRI,BJ's Restaurants,"Hotels, Restaurants &amp; Leisure",684.90M
BK,Bank of New York Mellon,Capital Markets,44.71B
BKCC,BlackRock Capital Investment,Capital Markets,312.89M
BKD,Brookdale Senior Living,Health Care Providers &amp; Services,1.05B
BKE,The Buckle,Specialty Retail,2.25B
BKEP,BlueKnight Energy Partners,"Oil, Gas &amp; Consumable Fuels",135.34M
BKH,Black Hills,Multi-Utilities,4.10B
BKI,Black Knight,IT Services,11.19B
BKKT,Bakkt Holdings,Software-Infrastructure,755.12M
BKNG,Booking Holdings,Internet &amp; Direct Marketing Retail,84.87B
BKR,Baker Hughes Company,Energy Equipment &amp; Services,20.37B
BKSC,Bank of South Carolina,Banks,111.29M
BKSY,BlackSky Technology,Scientific &amp; Technical Instruments,999.76M
BKTI,BK Technologies,Communications Equipment,34.13M
BKU,BankUnited,Banks,3.48B
BKYI,BIO-key International,Software,18.64M
BL,BlackLine,Software,6.14B
BLBD,Blue Bird,Machinery,525.69M
BLBX,Blackboxstocks,Software-Application,40.71M
BLCM,Bellicum Pharmaceuticals,Biotechnology,14.53M
BLCT,BlueCity Holdings,Internet Content &amp; Information,61.23M
BLD,TopBuild,Household Durables,8.64B
BLDE,Blade Air Mobility,Airports &amp; Air Services,587.36M
BLDP,Ballard Power Systems,Electrical Equipment,4.23B
BLDR,Builders FirstSource,Building Products,13.45B
BLFS,BioLife Solutions,Health Care Equipment &amp; Supplies,1.56B
BLFY,Blue Foundry Bancorp,Banks-Regional,415.86M
BLI,Berkeley Lights,Life Sciences Tools &amp; Services,1.33B
BLIN,Bridgeline Digital,Software,21.32M
BLK,BlackRock,Capital Markets,136.78B
BLKB,Blackbaud,Software,3.46B
BLL,Ball Corporation,Containers &amp; Packaging,30.27B
BLMN,Bloomin' Brands,"Hotels, Restaurants &amp; Leisure",1.56B
BLND,Blend Labs,Software-Application,2.41B
BLNG,Belong Acquisition,Blank Check / SPAC,189.13M
BLNK,Blink Charging Co.,Specialty Retail,1.51B
BLPH,Bellerophon Therapeutics,Health Care Equipment &amp; Supplies,26.81M
BLRX,BioLineRx,Biotechnology,122.61M
BLSA,BCLS Acquisition,Blank Check / SPAC,187.35M
BLTS,Bright Lights Acquisition,Blank Check / SPAC,284.63M
BLU,BELLUS Health,Biotechnology,454.17M
BLUA,BlueRiver Acquisition,Blank Check / SPAC,359.29M
BLUE,Bluebird Bio,Biotechnology,704.58M
BLX,Banco Latinoamericano de Comercio Exterior,Diversified Financial Services,643.18M
BLZE,Backblaze,Software-Infrastructure,596.36M
BMA,Banco Macro,Banks,913.77M
BMBL,Bumble,Software-Application,5.92B
BMEA,Biomea Fusion,Biotechnology,340.70M
BMI,Badger Meter,"Electronic Equipment, Instruments &amp; C...",2.96B
BMO,Bank of Montreal,Banks,67.32B
BMRA,Biomerica,Health Care Equipment &amp; Supplies,55.42M
BMRC,Bank of Marin Bancorp,Banks,556.30M
BMRN,BioMarin Pharmaceutical,Biotechnology,15.51B
BMTC,Bryn Mawr Bank,Banks,867.87M
BMTX,BM Technologies,Software-Application,151.85M
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,121.97B
BNED,Barnes &amp; Noble Education,Specialty Retail,349.76M
BNFT,Benefitfocus,Software,333.30M
BNGO,BioNano Genomics,Life Sciences Tools &amp; Services,1.07B
BNIX,Bannix Acquisition,Blank Check / SPAC,69.22M
BNL,Broadstone Net Lease,"Equity Real Estate 
Investment Trusts...",3.94B
BNNR,Banner Acquisition,Blank Check / SPAC,183.94M
BNR,Burning Rock Biotech,Diagnostics &amp; Research,1.52B
BNS,The Bank of Nova Scotia,Banks,78.42B
BNSO,Bonso Electronics International,"Electronic Equipment, Instruments &amp; C...",21.47M
BNTC,Benitec Biopharma,Biotechnology,25.25M
BNTX,BioNTech SE,Biotechnology,81.12B
BOAC,Bluescape Opportunities Acquisition,Blank Check / SPAC,744.95M
BOAS,BOA Acquisition,Blank Check / SPAC,280.31M
BODY,The Beachbody Company,Internet Content &amp; Information,776.76M
BOH,Bank of Hawaii,Banks,3.22B
BOKF,BOK Financial,Banks,7.02B
BOLT,Bolt Biotherapeutics,Biotechnology,369.49M
BOMN,Boston Omaha,Media,829.00M
BON,Bon Natural Life,Packaged Foods,42.14M
BOOM,DMC Global,Energy Equipment &amp; Services,664.92M
BOOT,Boot Barn Holdings,Specialty Retail,3.59B
BORR,Borr Drilling,Oil &amp; Gas Drilling,261.93M
BOSC,BOS Better Online Solutions,Communications Equipment,15.57M
BOTJ,Bank of the James Financial Group,Banks,73.24M
BOX,"Box, Inc.",Software,3.91B
BOXL,Boxlight,"Technology Hardware, Storage &amp; Periph...",92.47M
BP,BP plc,"Oil, Gas &amp; Consumable Fuels",85.15B
BPMC,Blueprint Medicines,Biotechnology,5.65B
BPMP,BP Midstream Partners LP,"Oil, Gas &amp; Consumable Fuels",1.34B
BPOP,Popular,Banks,6.16B
BPRN,The Bank of Princeton,Banks,196.16M
BPT,BP Prudhoe Bay Royalty Trust,"Oil, Gas &amp; Consumable Fuels",73.40M
BPTH,Bio-Path Holdings,Biotechnology,30.22M
BPTS,Biophytis,Biotechnology,81.27M
BQ,Boqii Holding,Specialty Retail,124.37M
BR,Broadridge Financial Solutions,IT Services,19.61B
BRAG,Bragg Gaming Group,Electronic Gaming &amp; Multimedia,111.75M
BRBR,Bellring Brands,Personal Products,852.19M
BRBS,Blue Ridge Bankshares,Banks,334.76M
BRC,Brady,Commercial Services &amp; Supplies,2.63B
BRCN,Burcon NutraScience,Packaged Foods,123.39M
BRDG,Bridge Investment Group Holdings,REIT-Diversified,523.89M
BRDS,Bird Global,Rental &amp; Leasing Services,264.07M
BREZ,Breeze Holdings Acquisition,Blank Check / SPAC,148.89M
BRFS,BRF S.A.,Food Products,2.73B
BRG,Bluerock Residential Growth REIT,"Equity Real Estate 
Investment Trusts...",375.71M
BRID,Bridgford Foods,Food Products,105.65M
BRIV,B. Riley Principal 250 Merger,Blank Check / SPAC,216.08M
BRK-A,Berkshire Hathaway,Diversified Financial Services,617.29B
BRK-B,Berkshire Hathaway,Diversified Financial Services,615.32B
BRKL,Brookline Bancorp,Banks,1.20B
BRKR,Bruker,Life Sciences Tools &amp; Services,12.29B
BRLI,Brilliant Acquisition,Blank Check / SPAC,62.24M
BRLT,Brilliant Earth Group,Luxury Goods,159.66M
BRMK,Broadmark Realty Capital,"Mortgage Real Estate Investment 
Trus...",1.19B
BRN,Barnwell Industries,"Oil, Gas &amp; Consumable Fuels",22.67M
BRO,Brown &amp; Brown,Insurance,17.99B
BROG,Brooge Energy,"Oil, Gas &amp; Consumable Fuels",963.28M
BROS,Dutch Bros,Restaurants,2.40B
BRP,BRP Group,Insurance,3.97B
BRPM,B. Riley Principal 150 Merger,Blank Check / SPAC,225.68M
